work_order_number,sales_order_number,sales_order_line,work_unit_name,work_unit_description,unit_type,work_unit_qty,item_rate,total_rate
WO-35000471,SO-900471,SOL-1502095,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000471,SO-900471,SOL-1502096,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000471,SO-900471,SOL-1502097,ACA00A-ESE22,Aerial cable design footage,Foot,823,0.36,296.28
WO-35000471,SO-900471,SOL-1502098,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000472,SO-900472,SOL-1502099,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000472,SO-900472,SOL-1502100,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000472,SO-900472,SOL-1502101,ACA00A-ESE22,Aerial cable design footage,Foot,249,0.36,89.64
WO-35000472,SO-900472,SOL-1502102,POL00A-ESE22,Pole loading analysis,Pole,11,22.5,247.5
WO-35000472,SO-900472,SOL-1502103,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000472,SO-900472,SOL-1502104,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000473,SO-900473,SOL-1502105,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000473,SO-900473,SOL-1502106,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000473,SO-900473,SOL-1502107,ACA00A-ESE22,Aerial cable design footage,Foot,1487,0.36,535.32
WO-35000473,SO-900473,SOL-1502108,ACA02A-ESE22,Buried cable design footage,Foot,292,0.27,78.84
WO-35000473,SO-900473,SOL-1502109,POL00A-ESE22,Pole loading analysis,Pole,13,22.5,292.5
WO-35000473,SO-900473,SOL-1502110,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000474,SO-900474,SOL-1502111,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000474,SO-900474,SOL-1502112,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000474,SO-900474,SOL-1502113,ACA00A-ESE22,Aerial cable design footage,Foot,494,0.36,177.84
WO-35000474,SO-900474,SOL-1502114,ACA02A-ESE22,Buried cable design footage,Foot,1300,0.27,351.0
WO-35000474,SO-900474,SOL-1502115,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000474,SO-900474,SOL-1502116,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000475,SO-900475,SOL-1502117,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000475,SO-900475,SOL-1502118,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000475,SO-900475,SOL-1502119,ACA00A-ESE22,Aerial cable design footage,Foot,830,0.36,298.8
WO-35000475,SO-900475,SOL-1502120,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000475,SO-900475,SOL-1502121,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000476,SO-900476,SOL-1502122,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000476,SO-990476,SOL-1502123,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000476,SO-990476,SOL-1502124,ACA00A-ESE22,Aerial cable design footage,Foot,240,0.36,86.4
WO-35000476,SO-990476,SOL-1502125,ACA02A-ESE22,Buried cable design footage,Foot,1297,0.27,350.19
WO-35000476,SO-990476,SOL-1502126,POL00A-ESE22,Pole loading analysis,Pole,1,22.5,22.5
WO-35000476,SO-990476,SOL-1502127,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000476,SO-990476,SOL-1502128,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000477,SO-900477,SOL-1502129,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000477,SO-900477,SOL-1502130,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000477,SO-900477,SOL-1502131,ACA00A-ESE22,Aerial cable design footage,Foot,1588,0.36,571.68
WO-35000477,SO-900477,SOL-1502132,ACA02A-ESE22,Buried cable design footage,Foot,316,0.27,85.32
WO-35000477,SO-900477,SOL-1502133,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000477,SO-900477,SOL-1502134,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000478,SO-900478,SOL-1502135,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000478,SO-900478,SOL-1502136,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000478,SO-900478,SOL-1502137,ACA00A-ESE22,Aerial cable design footage,Foot,1578,0.36,568.08
WO-35000478,SO-900478,SOL-1502138,POL00A-ESE22,Pole loading analysis,Pole,7,22.5,157.5
WO-35000478,SO-900478,SOL-1502139,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000479,SO-900479,SOL-1502140,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000479,SO-900479,SOL-1502141,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000479,SO-900479,SOL-1502142,ACA00A-ESE22,Aerial cable design footage,Foot,713,0.36,256.68
WO-35000479,SO-900479,SOL-1502143,ACA02A-ESE22,Buried cable design footage,Foot,728,0.27,196.56
WO-35000479,SO-900479,SOL-1502144,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000479,SO-900479,SOL-1502145,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000480,SO-900480,SOL-1502146,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000480,SO-900480,SOL-1502147,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000480,SO-900480,SOL-1502148,ACA00A-ESE22,Aerial cable design footage,Foot,930,0.36,334.8
WO-35000480,SO-900480,SOL-1502149,ACA02A-ESE22,Buried cable design footage,Foot,222,0.27,59.94
WO-35000480,SO-900480,SOL-1502150,POL00A-ESE22,Pole loading analysis,Pole,16,22.5,360.0
WO-35000480,SO-900480,SOL-1502151,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000480,SO-900480,SOL-1502152,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000481,SO-900481,SOL-1502153,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000481,SO-900481,SOL-1502154,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000481,SO-900481,SOL-1502155,ACA02A-ESE22,Buried cable design footage,Foot,113,0.27,30.51
WO-35000481,SO-900481,SOL-1502156,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000482,SO-900482,SOL-1502157,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000482,SO-900482,SOL-1502158,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000482,SO-900482,SOL-1502159,ACA00A-ESE22,Aerial cable design footage,Foot,1535,0.36,552.6
WO-35000482,SO-900482,SOL-1502160,ACA02A-ESE22,Buried cable design footage,Foot,426,0.27,115.02
WO-35000483,SO-900483,SOL-1502161,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000483,SO-900483,SOL-1502162,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000483,SO-900483,SOL-1502163,ACA00A-ESE22,Aerial cable design footage,Foot,1026,0.36,369.36
WO-35000483,SO-900483,SOL-1502164,ACA02A-ESE22,Buried cable design footage,Foot,462,0.27,124.74
WO-35000483,SO-900483,SOL-1502165,POL00A-ESE22,Pole loading analysis,Pole,16,22.5,360.0
WO-35000484,SO-900484,SOL-1502166,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000484,SO-900484,SOL-1502167,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000484,SO-900484,SOL-1502168,ACA02A-ESE22,Buried cable design footage,Foot,525,0.27,141.75
WO-35000485,SO-900485,SOL-1502169,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000485,SO-900485,SOL-1502170,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000485,SO-900485,SOL-1502171,ACA02A-ESE22,Buried cable design footage,Foot,1269,0.27,342.63
WO-35000486,SO-900486,SOL-1502172,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000486,SO-900486,SOL-1502173,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000486,SO-900486,SOL-1502174,ACA00A-ESE22,Aerial cable design footage,Foot,299,0.36,107.64
WO-35000486,SO-900486,SOL-1502175,ACA02A-ESE22,Buried cable design footage,Foot,185,0.27,49.95
WO-35000486,SO-900486,SOL-1502176,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000487,SO-900487,SOL-1502177,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000487,SO-900487,SOL-1502178,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000487,SO-900487,SOL-1502179,ACA00A-ESE22,Aerial cable design footage,Foot,807,0.36,290.52
WO-35000487,SO-900487,SOL-1502180,ACA02A-ESE22,Buried cable design footage,Foot,1045,0.27,282.15
WO-35000487,SO-900487,SOL-1502181,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000487,SO-900487,SOL-1502182,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000488,SO-900488,SOL-1502183,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000488,SO-900488,SOL-1502184,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000488,SO-900488,SOL-1502185,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000488,SO-900488,SOL-1502186,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000489,SO-900489,SOL-1502187,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000489,SO-900489,SOL-1502188,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000489,SO-900489,SOL-1502189,ACA00A-ESE22,Aerial cable design footage,Foot,1131,0.36,407.16
WO-35000490,SO-900490,SOL-1502190,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000490,SO-900490,SOL-1502191,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000490,SO-900490,SOL-1502192,ACA00A-ESE22,Aerial cable design footage,Foot,845,0.36,304.2
WO-35000490,SO-900490,SOL-1502193,ACA02A-ESE22,Buried cable design footage,Foot,1400,0.27,378.0
WO-35000490,SO-900490,SOL-1502194,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000491,SO-900491,SOL-1502195,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000491,SO-900491,SOL-1502196,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000491,SO-900491,SOL-1502197,ACA00A-ESE22,Aerial cable design footage,Foot,298,0.36,107.28
WO-35000491,SO-900491,SOL-1502198,POL00A-ESE22,Pole loading analysis,Pole,7,22.5,157.5
WO-35000492,SO-900492,SOL-1502199,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000492,SO-900492,SOL-1502200,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000492,SO-900492,SOL-1502201,ACA02A-ESE22,Buried cable design footage,Foot,975,0.27,263.25
WO-35000493,SO-900493,SOL-1502202,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000493,SO-900493,SOL-1502203,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000493,SO-900493,SOL-1502204,ACA00A-ESE22,Aerial cable design footage,Foot,670,0.36,241.2
WO-35000493,SO-900493,SOL-1502205,ACA02A-ESE22,Buried cable design footage,Foot,863,0.27,233.01
WO-35000493,SO-900493,SOL-1502206,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000493,SO-900493,SOL-1502207,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000494,SO-900494,SOL-1502208,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000494,SO-900494,SOL-1502209,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000494,SO-900494,SOL-1502210,ACA00A-ESE22,Aerial cable design footage,Foot,1515,0.36,545.4
WO-35000494,SO-900494,SOL-1502211,ACA02A-ESE22,Buried cable design footage,Foot,661,0.27,178.47
WO-35000495,SO-900495,SOL-1502212,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000495,SO-900495,SOL-1502213,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000495,SO-900495,SOL-1502214,ACA00A-ESE22,Aerial cable design footage,Foot,929,0.36,334.44
WO-35000495,SO-900495,SOL-1502215,POL00A-ESE22,Pole loading analysis,Pole,1,22.5,22.5
WO-35000495,SO-900495,SOL-1502216,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000496,SO-900496,SOL-1502217,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000496,SO-900496,SOL-1502218,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000496,SO-900496,SOL-1502219,ACA02A-ESE22,Buried cable design footage,Foot,127,0.27,34.29
WO-35000496,SO-900496,SOL-1502220,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000497,SO-900497,SOL-1502221,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000497,SO-900497,SOL-1502222,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000497,SO-900497,SOL-1502223,ACA00A-ESE22,Aerial cable design footage,Foot,709,0.36,255.24
WO-35000497,SO-900497,SOL-1502224,ACA02A-ESE22,Buried cable design footage,Foot,1124,0.27,303.48
WO-35000497,SO-900497,SOL-1502225,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000497,SO-900497,SOL-1502226,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000498,SO-900498,SOL-1502227,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000498,SO-900498,SOL-1502228,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000498,SO-900498,SOL-1502229,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000498,SO-900498,SOL-1502230,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000499,SO-900499,SOL-1502231,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000499,SO-900499,SOL-1502232,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000499,SO-900499,SOL-1502233,ACA00A-ESE22,Aerial cable design footage,Foot,1344,0.36,483.84
WO-35000499,SO-900499,SOL-1502234,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000500,SO-900500,SOL-1502235,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000500,SO-900500,SOL-1502236,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000500,SO-900500,SOL-1502237,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000501,SO-900501,SOL-1502238,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000501,SO-990501,SOL-1502239,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000501,SO-990501,SOL-1502240,ACA00A-ESE22,Aerial cable design footage,Foot,1484,0.36,534.24
WO-35000501,SO-990501,SOL-1502241,ACA02A-ESE22,Buried cable design footage,Foot,521,0.27,140.67
WO-35000501,SO-990501,SOL-1502242,POL00A-ESE22,Pole loading analysis,Pole,6,22.5,135.0
WO-35000502,SO-900502,SOL-1502243,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000502,SO-900502,SOL-1502244,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000502,SO-900502,SOL-1502245,ACA00A-ESE22,Aerial cable design footage,Foot,591,0.36,212.76
WO-35000502,SO-900502,SOL-1502246,POL00A-ESE22,Pole loading analysis,Pole,11,22.5,247.5
WO-35000502,SO-900502,SOL-1502247,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000502,SO-900502,SOL-1502248,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000503,SO-900503,SOL-1502249,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000503,SO-900503,SOL-1502250,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000503,SO-900503,SOL-1502251,ACA00A-ESE22,Aerial cable design footage,Foot,718,0.36,258.48
WO-35000503,SO-900503,SOL-1502252,ACA02A-ESE22,Buried cable design footage,Foot,753,0.27,203.31
WO-35000504,SO-900504,SOL-1502253,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000504,SO-900504,SOL-1502254,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000504,SO-900504,SOL-1502255,ACA00A-ESE22,Aerial cable design footage,Foot,1265,0.36,455.4
WO-35000504,SO-900504,SOL-1502256,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000504,SO-900504,SOL-1502257,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000505,SO-900505,SOL-1502258,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000505,SO-900505,SOL-1502259,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000505,SO-900505,SOL-1502260,ACA00A-ESE22,Aerial cable design footage,Foot,603,0.36,217.08
WO-35000505,SO-900505,SOL-1502261,ACA02A-ESE22,Buried cable design footage,Foot,562,0.27,151.74
WO-35000505,SO-900505,SOL-1502262,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000505,SO-900505,SOL-1502263,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000506,SO-900506,SOL-1502264,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000506,SO-900506,SOL-1502265,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000506,SO-900506,SOL-1502266,ACA00A-ESE22,Aerial cable design footage,Foot,1335,0.36,480.6
WO-35000506,SO-900506,SOL-1502267,POL00A-ESE22,Pole loading analysis,Pole,11,22.5,247.5
WO-35000506,SO-900506,SOL-1502268,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000506,SO-900506,SOL-1502269,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000507,SO-900507,SOL-1502270,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000507,SO-900507,SOL-1502271,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000507,SO-900507,SOL-1502272,ACA00A-ESE22,Aerial cable design footage,Foot,471,0.36,169.56
WO-35000507,SO-900507,SOL-1502273,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000507,SO-900507,SOL-1502274,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000508,SO-900508,SOL-1502275,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000508,SO-900508,SOL-1502276,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000508,SO-900508,SOL-1502277,ACA02A-ESE22,Buried cable design footage,Foot,620,0.27,167.4
WO-35000509,SO-900509,SOL-1502278,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000509,SO-900509,SOL-1502279,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000509,SO-900509,SOL-1502280,ACA00A-ESE22,Aerial cable design footage,Foot,1478,0.36,532.08
WO-35000510,SO-900510,SOL-1502281,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000510,SO-990510,SOL-1502282,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000510,SO-990510,SOL-1502283,ACA00A-ESE22,Aerial cable design footage,Foot,621,0.36,223.56
WO-35000510,SO-990510,SOL-1502284,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000511,SO-900511,SOL-1502285,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000511,SO-900511,SOL-1502286,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000511,SO-900511,SOL-1502287,ACA00A-ESE22,Aerial cable design footage,Foot,1098,0.36,395.28
WO-35000511,SO-900511,SOL-1502288,ACA02A-ESE22,Buried cable design footage,Foot,654,0.27,176.58
WO-35000511,SO-900511,SOL-1502289,POL00A-ESE22,Pole loading analysis,Pole,14,22.5,315.0
WO-35000512,SO-900512,SOL-1502290,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000512,SO-900512,SOL-1502291,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000513,SO-900513,SOL-1502292,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000513,SO-900513,SOL-1502293,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000513,SO-900513,SOL-1502294,ACA00A-ESE22,Aerial cable design footage,Foot,548,0.36,197.28
WO-35000513,SO-900513,SOL-1502295,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000514,SO-900514,SOL-1502296,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000514,SO-990514,SOL-1502297,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000514,SO-990514,SOL-1502298,ACA00A-ESE22,Aerial cable design footage,Foot,446,0.36,160.56
WO-35000514,SO-990514,SOL-1502299,ACA02A-ESE22,Buried cable design footage,Foot,1122,0.27,302.94
WO-35000514,SO-990514,SOL-1502300,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000514,SO-990514,SOL-1502301,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000515,SO-900515,SOL-1502302,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000515,SO-900515,SOL-1502303,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000515,SO-900515,SOL-1502304,ACA00A-ESE22,Aerial cable design footage,Foot,564,0.36,203.04
WO-35000515,SO-900515,SOL-1502305,ACA02A-ESE22,Buried cable design footage,Foot,562,0.27,151.74
WO-35000515,SO-900515,SOL-1502306,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000516,SO-900516,SOL-1502307,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000516,SO-900516,SOL-1502308,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000516,SO-900516,SOL-1502309,ACA00A-ESE22,Aerial cable design footage,Foot,1086,0.36,390.96
WO-35000516,SO-900516,SOL-1502310,ACA02A-ESE22,Buried cable design footage,Foot,803,0.27,216.81
WO-35000516,SO-900516,SOL-1502311,POL00A-ESE22,Pole loading analysis,Pole,17,22.5,382.5
WO-35000516,SO-900516,SOL-1502312,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000516,SO-900516,SOL-1502313,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000517,SO-900517,SOL-1502314,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000517,SO-900517,SOL-1502315,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000518,SO-900518,SOL-1502316,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000518,SO-900518,SOL-1502317,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000518,SO-900518,SOL-1502318,ACA02A-ESE22,Buried cable design footage,Foot,645,0.27,174.15
WO-35000518,SO-900518,SOL-1502319,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000519,SO-900519,SOL-1502320,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000519,SO-900519,SOL-1502321,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000519,SO-900519,SOL-1502322,ACA02A-ESE22,Buried cable design footage,Foot,134,0.27,36.18
WO-35000519,SO-900519,SOL-1502323,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000520,SO-900520,SOL-1502324,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000520,SO-900520,SOL-1502325,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000520,SO-900520,SOL-1502326,ACA02A-ESE22,Buried cable design footage,Foot,248,0.27,66.96
WO-35000520,SO-900520,SOL-1502327,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000521,SO-900521,SOL-1502328,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000521,SO-900521,SOL-1502329,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000521,SO-900521,SOL-1502330,ACA02A-ESE22,Buried cable design footage,Foot,511,0.27,137.97
WO-35000521,SO-900521,SOL-1502331,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000522,SO-900522,SOL-1502332,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000522,SO-900522,SOL-1502333,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000522,SO-900522,SOL-1502334,ACA00A-ESE22,Aerial cable design footage,Foot,787,0.36,283.32
WO-35000522,SO-900522,SOL-1502335,POL00A-ESE22,Pole loading analysis,Pole,17,22.5,382.5
WO-35000522,SO-900522,SOL-1502336,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000523,SO-900523,SOL-1502337,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000523,SO-900523,SOL-1502338,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000523,SO-900523,SOL-1502339,ACA02A-ESE22,Buried cable design footage,Foot,1185,0.27,319.95
WO-35000523,SO-900523,SOL-1502340,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000524,SO-900524,SOL-1502341,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000524,SO-900524,SOL-1502342,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000524,SO-900524,SOL-1502343,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000525,SO-900525,SOL-1502344,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000525,SO-900525,SOL-1502345,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000526,SO-900526,SOL-1502346,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000526,SO-990526,SOL-1502347,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000526,SO-990526,SOL-1502348,ACA00A-ESE22,Aerial cable design footage,Foot,463,0.36,166.68
WO-35000526,SO-990526,SOL-1502349,ACA02A-ESE22,Buried cable design footage,Foot,543,0.27,146.61
WO-35000526,SO-990526,SOL-1502350,POL00A-ESE22,Pole loading analysis,Pole,2,22.5,45.0
WO-35000526,SO-990526,SOL-1502351,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000526,SO-990526,SOL-1502352,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000527,SO-900527,SOL-1502353,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000527,SO-900527,SOL-1502354,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000527,SO-900527,SOL-1502355,ACA00A-ESE22,Aerial cable design footage,Foot,786,0.36,282.96
WO-35000527,SO-900527,SOL-1502356,POL00A-ESE22,Pole loading analysis,Pole,4,22.5,90.0
WO-35000527,SO-900527,SOL-1502357,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
